Date,Open_Eth,High_Eth,Low_Eth,Close_Eth,Adj.Close_Eth,Volume_Eth,Open_sp,High_sp,Low_sp,Close_sp,Adj.Close_sp,Volume_sp
2017-12-15,696.375977,697.132019,621.060974,684.447998,684.447998,2758710016,2660.63,2679.63,2659.14,2675.81,2675.81,5723920000.0
2017-12-18,721.731995,803.927979,689.231018,794.64502,794.64502,3249230080,2685.92,2694.97,2685.92,2690.16,2690.16,3724660000.0
2017-12-19,793.901001,881.94397,785.34198,826.822998,826.822998,4096549888,2692.71,2694.44,2680.74,2681.47,2681.47,3368590000.0
2017-12-20,827.515991,845.062012,756.004028,819.085999,819.085999,3969939968,2688.18,2691.01,2676.11,2679.25,2679.25,3241030000.0
2017-12-21,820.236023,880.54303,792.689026,821.062988,821.062988,3569060096,2683.02,2692.64,2682.4,2684.57,2684.57,3273390000.0
2017-12-22,822.643005,827.682983,543.762024,674.859985,674.859985,4977710080,2684.22,2685.35,2678.13,2683.34,2683.34,2399830000.0
2017-12-26,763.369995,786.789978,760.934998,773.835999,773.835999,2201159936,2679.09,2682.74,2677.96,2680.5,2680.5,1968780000.0
2017-12-27,774.969971,789.252991,738.413025,762.84198,762.84198,2100029952,2682.1,2685.64,2678.91,2682.62,2682.62,2202080000.0
2017-12-28,762.208008,763.31897,701.187012,737.02301,737.02301,2389149952,2686.1,2687.66,2682.69,2687.54,2687.54,2153330000.0
2017-12-29,740.388977,770.117004,729.607971,753.59198,753.59198,2648969984,2689.15,2692.12,2673.61,2673.61,2673.61,2443490000.0
2018-02-01,772.346008,914.830017,772.346008,884.44397,884.44397,5783349760,2816.45,2835.96,2812.7,2821.98,2821.98,3938450000.0
2018-03-01,886.0,974.471008,868.450989,962.719971,962.719971,5093159936,2715.22,2730.89,2659.65,2677.67,2677.67,4503970000.0
2018-05-01,975.75,1075.390015,956.325012,997.719971,997.719971,6683149824,2642.96,2655.27,2625.41,2654.8,2654.8,3559850000.0
2018-06-01,995.153992,1060.709961,994.622009,1041.680054,1041.680054,4662219776,2718.7,2736.93,2718.7,2734.62,2734.62,3684130000.0
2018-08-01,1158.26001,1266.930054,1016.049988,1148.530029,1148.530029,8450970112,2821.17,2825.83,2805.85,2813.36,2813.36,3496990000.0
2018-10-01,1300.339966,1417.380005,1226.599976,1255.819946,1255.819946,9214950400,2926.29,2937.06,2917.91,2924.59,2924.59,3364190000.0
2018-11-01,1268.089966,1337.300049,1135.170044,1154.930054,1154.930054,7235899904,2717.58,2741.67,2708.85,2740.37,2740.37,4708420000.0
2018-01-16,1292.630005,1292.630005,875.544983,1053.689941,1053.689941,8405139968,2798.96,2807.54,2768.64,2776.42,2776.42,4325970000.0
2018-01-17,1061.339966,1090.22998,780.921997,1014.25,1014.25,8545160192,2784.99,2807.04,2778.38,2802.56,2802.56,3778050000.0
2018-01-18,1016.440002,1100.310059,967.758972,1036.280029,1036.280029,5938319872,2802.4,2805.83,2792.56,2798.03,2798.03,3681470000.0
2018-01-19,1028.819946,1093.219971,1003.710022,1039.099976,1039.099976,4084450048,2802.6,2810.33,2798.08,2810.3,2810.3,3639430000.0
2018-01-22,1055.349976,1089.099976,930.741028,1003.26001,1003.26001,3810099968,2809.16,2833.03,2808.12,2832.97,2832.97,3471780000.0
